51.677,0,0,0,0,0
51.92576,0,0,0,0,0
52.17483,0,0,0,0,1
52.35612,0,0,0,0,1
52.98602,0,0,0,0,1
53.28387,0,0,0,0,1
53.44966,0,0,0,0,0
53.68214,0,1,0,0,0
53.89684,0,1,0,0,0
54.1619,0,1,0,0,0
54.37728,0,0,0,1,0
54.64234,0,0,0,1,0
54.82496,0,0,0,1,0
54.97367,0,0,1,0,0
55.66948,0,0,1,0,0
55.81858,0,0,1,0,0
56.03395,0,0,1,0,0
56.23275,0,0,1,0,0
56.51439,1,0,0,0,0
56.84572,0,0,1,0,0
57.21022,0,0,0,1,0
57.52523,0,1,0,0,0
57.69061,0,0,0,1,0
58.32051,1,0,0,0,0
58.51912,0,0,0,0,1
0,,,,,
